Owner                          , Name                                                      , Stars , IdadeMeses, PRsMes, ReleasesMes, DiasDesdeAtualizacao, LinguagemPrincipal, TotalIssues, ClosedIssues, PercentualIssuesFechadas
facebookresearch               , fairseq                                                   ,  31765,         97,   2.41,        0.16,                    0, Python            ,        4247,         3056,                    71.96
shardeum                       , shardeum                                                  ,  31761,         17,  19.12,        0.00,                    0, TypeScript        ,          38,           33,                    86.84
zeromicro                      , go-zero                                                   ,  31726,         61,  38.25,        2.31,                    0, Go                ,        1877,         1650,                    87.91
floating-ui                    , floating-ui                                               ,  31711,        114,  10.44,        4.36,                    0, TypeScript        ,        1457,         1430,                    98.15
hasura                         , graphql-engine                                            ,  31679,         87,  24.25,        3.38,                    0, TypeScript        ,        6378,         4144,                    64.97
yunjey                         , pytorch-tutorial                                          ,  31679,        102,   0.27,        0.00,                    0, Python            ,         180,          114,                    63.33
open-mmlab                     , mmdetection                                               ,  31633,         85,  27.75,        0.62,                    0, Python            ,        8501,         6746,                    79.36
paperless-ngx                  , paperless-ngx                                             ,  31598,         43,  60.21,        2.88,                    0, Python            ,        2121,         2121,                   100.00
qier222                        , YesPlayMusic                                              ,  31596,         59,   4.88,        0.53,                    0, Vue               ,        1799,         1191,                    66.20
remix-run                      , remix                                                     ,  31591,         59,  58.36,        3.02,                    0, TypeScript        ,        2608,         2605,                    99.88
OpenCut-app                    , OpenCut                                                   ,  31582,          3,  60.33,        0.00,                    0, TypeScript        ,         190,           73,                    38.42
kuchin                         , awesome-cto                                               ,  31539,        105,   0.17,        0.00,                    0, N/A               ,          11,           11,                   100.00
google                         , comprehensive-rust                                        ,  31533,         33,  66.18,        0.00,                    0, Rust              ,         346,          236,                    68.21
IceWhaleTech                   , CasaOS                                                    ,  31518,         48,   5.71,        2.02,                    0, Go                ,        1566,          881,                    56.26
niklasvh                       , html2canvas                                               ,  31512,        170,   1.09,        0.26,                    0, TypeScript        ,        2622,         1660,                    63.31
labstack                       , echo                                                      ,  31484,        126,   4.71,        0.87,                    0, Go                ,        1467,         1392,                    94.89
amix                           , vimrc                                                     ,  31473,        160,   0.67,        0.00,                    0, Vim Script        ,         522,          510,                    97.70
ReactiveX                      , rxjs                                                      ,  31445,        126,  20.54,        0.02,                    0, TypeScript        ,        3160,         2940,                    93.04
servo                          , servo                                                     ,  31395,        163, 126.91,        0.00,                    0, Rust              ,       14078,        11091,                    78.78
xyflow                         , xyflow                                                    ,  31394,         74,  19.00,        4.73,                    0, TypeScript        ,        2277,         2194,                    96.35
airbnb                         , lottie-web                                                ,  31387,        127,   1.07,        0.00,                    0, JavaScript        ,        2895,         2125,                    73.40
microsoft                      , MS-DOS                                                    ,  31371,         87,   0.43,        0.00,                    0, Assembly          ,           0,            0,                     0.00
lutzroeder                     , netron                                                    ,  31313,        177,   0.01,        0.02,                    0, JavaScript        ,        1224,         1202,                    98.20
backstage                      , backstage                                                 ,  31295,         68, 279.50,        6.57,                    0, TypeScript        ,        7078,         6723,                    94.98
pathwaycom                     , llm-app                                                   ,  31266,         26,   1.81,        0.00,                    0, Jupyter Notebook  ,          17,           13,                    76.47
cockroachdb                    , cockroach                                                 ,  31254,        139, 488.68,        0.00,                    0, Go                ,       76007,        69572,                    91.53
cursor                         , cursor                                                    ,  31212,         30,   1.53,        0.00,                    0, N/A               ,        3271,         1216,                    37.18
mli                            , paper-reading                                             ,  31207,         47,   0.32,        0.00,                    0, N/A               ,           0,            0,                     0.00
0xAX                           , linux-insides                                             ,  31182,        128,   4.58,        0.00,                    0, Python            ,         190,          161,                    84.74
google-ai-edge                 , mediapipe                                                 ,  31175,         75,   2.68,        0.84,                    0, C++               ,        5477,         5039,                    92.00
vadimdemedes                   , ink                                                       ,  31165,         99,   2.42,        0.65,                    0, TypeScript        ,         378,          302,                    79.89
ianstormtaylor                 , slate                                                     ,  31113,        111,  17.51,        1.85,                    0, TypeScript        ,        3201,         2530,                    79.04
dokku                          , dokku                                                     ,  31108,        147,  28.41,        2.06,                    0, Shell             ,        2799,         2753,                    98.36
1Panel-dev                     , 1Panel                                                    ,  31085,         38, 102.50,        2.55,                    0, Go                ,        5450,         4885,                    89.63
lovell                         , sharp                                                     ,  31059,        145,   2.09,        0.68,                    0, JavaScript        ,        3986,         3868,                    97.04
mqyqingfeng                    , Blog                                                      ,  31049,        102,   0.03,        0.00,                    0, N/A               ,         361,          100,                    27.70
ocrmypdf                       , OCRmyPDF                                                  ,  31047,        141,   1.09,        0.29,                    0, Python            ,        1270,         1137,                    89.53
filebrowser                    , filebrowser                                               ,  31024,        120,   5.08,        0.81,                    0, Go                ,        2754,         2737,                    99.38
MonitorControl                 , MonitorControl                                            ,  31018,         96,   2.25,        0.27,                    0, Swift             ,         988,          974,                    98.58
XTLS                           , Xray-core                                                 ,  30996,         58,  17.74,        1.59,                    0, Go                ,        2563,         2553,                    99.61
schollz                        , croc                                                      ,  30995,         95,   2.51,        1.84,                    0, Go                ,         542,          530,                    97.79
mathiasbynens                  , dotfiles                                                  ,  30978,        168,   0.26,        0.00,                    0, Shell             ,         393,          255,                    64.89
coolsnowwolf                   , lede                                                      ,  30958,         96,  21.05,        0.06,                    0, C                 ,        9165,         8396,                    91.61
derailed                       , k9s                                                       ,  30925,         80,  10.61,        3.10,                    0, Go                ,        2146,         1744,                    81.27
kubernetes                     , minikube                                                  ,  30895,        113,  78.12,        1.34,                    0, Go                ,       10140,         9636,                    95.03
juanfont                       , headscale                                                 ,  30895,         63,  16.83,        1.97,                    0, Go                ,        1099,         1004,                    91.36
blueimp                        , jQuery-File-Upload                                        ,  30885,        177,   0.67,        0.00,                    0, PHP               ,        3307,         3258,                    98.52
khoj-ai                        , khoj                                                      ,  30850,         49,   9.69,        3.27,                    0, Python            ,         553,          477,                    86.26
Textualize                     , textual                                                   ,  30842,         53,  41.32,        3.53,                    0, Python            ,        2268,         2083,                    91.84
awesome-foss                   , awesome-sysadmin                                          ,  30828,        129,   2.55,        0.00,                    0, N/A               ,         102,           88,                    86.27
apache                         , kafka                                                     ,  30818,        169,  70.21,        0.00,                    0, Java              ,           0,            0,                     0.00
fish-shell                     , fish-shell                                                ,  30800,        160,  13.43,        0.30,                    0, Rust              ,        7682,         7195,                    93.66
codex-team                     , editor.js                                                 ,  30767,        118,   7.31,        0.86,                    0, TypeScript        ,        1522,          922,                    60.58
alibaba                        , p3c                                                       ,  30746,         99,   0.63,        0.00,                    0, Kotlin            ,         858,          697,                    81.24
donnemartin                    , interactive-coding-challenges                             ,  30714,        125,   1.41,        0.00,                    0, Python            ,          69,           32,                    46.38
TriliumNext                    , Trilium                                                   ,  30713,        100,   6.86,        3.35,                    0, TypeScript        ,        4626,         3518,                    76.05
SortableJS                     , Sortable                                                  ,  30711,        141,   1.76,        0.21,                    0, JavaScript        ,        1817,         1344,                    73.97
utmapp                         , UTM                                                       ,  30686,         77,   3.47,        1.60,                    0, Swift             ,        3437,         2548,                    74.13
exo-explore                    , exo                                                       ,  30678,         15,  13.80,        0.80,                    0, Python            ,         509,          146,                    28.68
k3s-io                         , k3s                                                       ,  30678,         88,  46.38,       10.09,                    0, Go                ,        6987,         6846,                    97.98
nextcloud                      , server                                                    ,  30671,        111, 255.77,        3.18,                    0, PHP               ,       20246,        17995,                    88.88
microsoft                      , Data-Science-For-Beginners                                ,  30649,         54,   6.63,        0.00,                    0, Jupyter Notebook  ,         122,          113,                    92.62
gkd-kit                        , gkd                                                       ,  30629,         26,   0.23,        2.04,                    0, Kotlin            ,         663,          650,                    98.04
ityouknow                      , spring-boot-examples                                      ,  30592,        106,   0.07,        0.00,                    0, Java              ,         109,           99,                    90.83
huggingface                    , diffusers                                                 ,  30585,         40, 126.03,        2.15,                    0, Python            ,        4989,         4422,                    88.63
microsoft                      , calculator                                                ,  30572,         80,  11.26,        0.00,                    0, C++               ,        1114,          718,                    64.45
influxdata                     , influxdb                                                  ,  30569,        144,  73.79,        0.65,                    0, Rust              ,       14046,        11974,                    85.25
umami-software                 , umami                                                     ,  30556,         62,  12.97,        1.60,                    0, TypeScript        ,        1845,         1766,                    95.72
parallax                       , jsPDF                                                     ,  30534,        189,   3.82,        0.19,                    0, JavaScript        ,        2562,         2447,                    95.51
openai                         , CLIP                                                      ,  30529,         57,   0.49,        0.00,                    0, Jupyter Notebook  ,         436,          193,                    44.27
symfony                        , symfony                                                   ,  30523,        188, 129.62,        2.96,                    0, PHP               ,       21261,        20728,                    97.49
medusajs                       , medusa                                                    ,  30477,         68, 110.88,        1.91,                    0, TypeScript        ,        3303,         3213,                    97.28
facebook                       , rocksdb                                                   ,  30441,        154,   3.95,        1.34,                    0, C++               ,        3411,         2638,                    77.34
ascoders                       , weekly                                                    ,  30422,        102,   1.33,        1.89,                    0, JavaScript        ,         366,          363,                    99.18
webtorrent                     , webtorrent                                                ,  30418,        143,   6.73,        1.59,                    0, JavaScript        ,        1663,         1598,                    96.09
DioxusLabs                     , dioxus                                                    ,  30397,         56,  31.64,        0.45,                    0, Rust              ,        2081,         1640,                    78.81
iawia002                       , lux                                                       ,  30380,         91,   3.30,        0.95,                    0, Go                ,        1060,          540,                    50.94
fabricjs                       , fabric.js                                                 ,  30371,        183,  12.84,        0.96,                    0, TypeScript        ,        6188,         5762,                    93.12
tqdm                           , tqdm                                                      ,  30362,        123,   2.33,        1.07,                    0, Python            ,        1027,          587,                    57.16
docsifyjs                      , docsify                                                   ,  30354,        106,   6.94,        0.14,                    0, JavaScript        ,        1287,         1206,                    93.71
layui                          , layui                                                     ,  30346,        120,   4.95,        1.32,                    0, JavaScript        ,        1374,         1311,                    95.41
Binaryify                      , NeteaseCloudMusicApi                                      ,  30315,        111,   2.63,        0.00,                    0, N/A               ,        1337,         1190,                    89.01
linexjlin                      , GPTs                                                      ,  30309,         22,   1.91,        0.00,                    0, N/A               ,          28,           21,                    75.00
numpy                          , numpy                                                     ,  30303,        180,  72.87,        0.73,                    0, Python            ,       13512,        11406,                    84.41
GyulyVGC                       , sniffnet                                                  ,  30269,         38,  11.45,        0.37,                    0, Rust              ,         283,          240,                    84.81
alpinejs                       , alpine                                                    ,  30265,         70,   9.49,        1.96,                    0, HTML              ,         612,          612,                   100.00
AMAI-GmbH                      , AI-Expert-Roadmap                                         ,  30231,         59,   0.22,        0.00,                    0, JavaScript        ,          66,           46,                    69.70
joshbuchea                     , HEAD                                                      ,  30224,        113,   0.77,        0.00,                    1, N/A               ,          93,           73,                    78.49
transloadit                    , uppy                                                      ,  30217,        118,  26.42,        2.18,                    0, TypeScript        ,        2460,         2295,                    93.29
OWASP                          , CheatSheetSeries                                          ,  30201,         81,  13.37,        0.00,                    0, Python            ,         534,          492,                    92.13
s0md3v                         , roop                                                      ,  30174,         28,   2.86,        0.21,                    0, Python            ,           0,            0,                     0.00
sequelize                      , sequelize                                                 ,  30152,        182,  27.26,        2.68,                    0, TypeScript        ,       10402,         9511,                    91.43
OAI                            , OpenAPI-Specification                                     ,  30151,        138,  11.56,        0.09,                    0, Markdown          ,        2366,         2226,                    94.08
firecracker-microvm            , firecracker                                               ,  30143,         95,  33.76,        0.84,                    0, Rust              ,        1457,         1411,                    96.84
tatsu-lab                      , stanford_alpaca                                           ,  30140,         30,   0.17,        0.00,                    0, Python            ,         268,           98,                    36.57
drizzle-team                   , drizzle-orm                                               ,  30104,         51,  11.98,        2.88,                    0, TypeScript        ,        3143,         1696,                    53.96
Lightning-AI                   , pytorch-lightning                                         ,  30071,         78, 117.04,        2.15,                    0, Python            ,        7407,         6531,                    88.17
chinabugotech                  , hutool                                                    ,  30040,        137,   3.34,        1.12,                    0, Java              ,        3002,         2997,                    99.83
tinygrad                       , tinygrad                                                  ,  30011,         59, 137.19,        0.22,                    0, Python            ,         984,          850,                    86.38
surrealdb                      , surrealdb                                                 ,  29971,         45,  48.16,        2.04,                    0, Rust              ,        2173,         1522,                    70.04
AdguardTeam                    , AdGuardHome                                               ,  29951,        110,   1.14,        1.95,                    0, Go                ,        5774,         4637,                    80.31
VincentGarreau                 , particles.js                                              ,  29948,        132,   0.16,        0.05,                    0, JavaScript        ,         411,          106,                    25.79
hyprwm                         , Hyprland                                                  ,  29931,         42,  45.19,        2.29,                    0, C++               ,        7280,         7220,                    99.18
wailsapp                       , wails                                                     ,  29907,         81,  18.65,        3.01,                    0, Go                ,        2142,         1879,                    87.72
restic                         , restic                                                    ,  29877,        137,  15.94,        0.35,                    0, Go                ,        2818,         2392,                    84.88
nothings                       , stb                                                       ,  29837,        136,   2.12,        0.00,                    0, C                 ,         894,          695,                    77.74
microsoft                      , qlib                                                      ,  29824,         61,  11.92,        0.38,                    0, Python            ,         983,          726,                    73.86
DevToys-app                    , DevToys                                                   ,  29813,         48,  10.35,        0.79,                    0, C#                ,         936,          658,                    70.30
square                         , leakcanary                                                ,  29790,        125,   7.37,        0.34,                    0, Kotlin            ,        1637,         1510,                    92.24
vbenjs                         , vue-vben-admin                                            ,  29782,         62,  26.50,        0.97,                    0, Vue               ,        3615,         3494,                    96.65
jobbole                        , awesome-python-cn                                         ,  29778,        118,   0.43,        0.00,                    0, Makefile          ,          31,           18,                    58.06
herrbischoff                   , awesome-macos-command-line                                ,  29772,        120,   0.87,        0.00,                    0, N/A               ,           0,            0,                     0.00
foundation                     , foundation-sites                                          ,  29771,        167,  17.71,        0.47,                    2, HTML              ,        8237,         8179,                    99.30
nicolargo                      , glances                                                   ,  29754,        165,   4.52,        0.31,                    0, Python            ,        2064,         1937,                    93.85
facebook                       , folly                                                     ,  29740,        159,   0.08,        1.61,                    0, C++               ,        1225,          931,                    76.00
trailofbits                    , algo                                                      ,  29729,        112,   5.14,        0.03,                    0, Python            ,        1619,         1543,                    95.31
cheeriojs                      , cheerio                                                   ,  29726,        167,  17.07,        0.37,                    0, TypeScript        ,        1221,         1199,                    98.20
microsoft                      , WSL                                                       ,  29711,        113,   1.24,        0.83,                    0, C++               ,       11757,        10735,                    91.31
vuejs                          , vue-cli                                                   ,  29709,        117,  10.76,        1.52,                    0, JavaScript        ,        5498,         4563,                    82.99
iperov                         , DeepFaceLive                                              ,  29700,         57,   0.23,        0.61,                    0, Python            ,         131,          130,                    99.24
danny-avila                    , LibreChat                                                 ,  29697,         31,  70.03,        1.90,                    0, TypeScript        ,        3346,         3180,                    95.04
motiondivision                 , motion                                                    ,  29673,         82,  12.95,        0.00,                    0, TypeScript        ,        1861,         1570,                    84.36
apolloconfig                   , apollo                                                    ,  29634,        114,  12.71,        0.36,                    0, Java              ,        3358,         3212,                    95.65
JushBJJ                        , Mr.-Ranedeer-AI-Tutor                                     ,  29633,         30,   0.60,        0.10,                    0, N/A               ,          47,           34,                    72.34
elsewhencode                   , project-guidelines                                        ,  29562,         99,   1.14,        0.00,                    1, JavaScript        ,          39,           29,                    74.36
mantinedev                     , mantine                                                   ,  29541,         56,  26.82,        4.88,                    0, TypeScript        ,        3254,         3228,                    99.20
react-boilerplate              , react-boilerplate                                         ,  29536,        127,   5.63,        0.13,                    0, JavaScript        ,        1909,         1823,                    95.50
aosabook                       , 500lines                                                  ,  29520,        142,   1.23,        0.00,                    0, JavaScript        ,          70,           41,                    58.57
ariya                          , phantomjs                                                 ,  29482,        177,   3.18,        0.00,                    1, C++               ,        4745,         4731,                    99.70
tokio-rs                       , tokio                                                     ,  29470,        108,  33.32,        1.28,                    0, Rust              ,        2534,         2193,                    86.54
pmndrs                         , react-three-fiber                                         ,  29460,         79,   8.24,        1.58,                    0, TypeScript        ,        1124,         1042,                    92.70
encode                         , django-rest-framework                                     ,  29427,        174,  17.36,        0.12,                    0, Python            ,        3945,         3887,                    98.53
GorvGoyl                       , Clone-Wars                                                ,  29409,         57,   2.28,        0.00,                    0, N/A               ,          82,           70,                    85.37
heyverse                       , hey                                                       ,  29392,         42,  89.64,        0.00,                    0, TypeScript        ,           0,            0,                     0.00
IanLunn                        , Hover                                                     ,  29379,        140,   0.16,        0.07,                    0, SCSS              ,         106,           82,                    77.36
AllThingsSmitty                , css-protips                                               ,  29379,        121,   0.60,        0.00,                    0, N/A               ,          62,           61,                    98.39
keycloak                       , keycloak                                                  ,  29362,        146, 120.79,        0.60,                    0, Java              ,       15378,        13386,                    87.05
ajeetdsouza                    , zoxide                                                    ,  29358,         66,   3.44,        0.55,                    0, Rust              ,         684,          581,                    84.94
alibaba                        , canal                                                     ,  29354,        152,   3.11,        0.21,                    0, Java              ,        4732,         3570,                    75.44
standard                       , standard                                                  ,  29348,        128,   3.21,        0.05,                    0, JavaScript        ,        1232,         1122,                    91.07
GoogleChrome                   , lighthouse                                                ,  29347,        114,  48.08,        1.11,                    0, JavaScript        ,        9188,         8698,                    94.67
ageron                         , handson-ml2                                               ,  29271,         80,   0.80,        0.00,                    0, Jupyter Notebook  ,         517,          300,                    58.03
hashicorp                      , consul                                                    ,  29267,        142,  97.04,        1.53,                    0, Go                ,        5542,         4271,                    77.07
xuxueli                        , xxl-job                                                   ,  29248,        118,   0.98,        0.33,                    0, Java              ,        3244,         3037,                    93.62
XIU2                           , TrackersListCollection                                    ,  29204,         71,   0.10,        0.00,                    0, N/A               ,           0,            0,                     0.00
realpython                     , python-guide                                              ,  29201,        174,   3.93,        0.00,                    0, Batchfile         ,         279,          180,                    64.52
lukehoban                      , es6features                                               ,  29195,        138,   0.30,        0.00,                    0, N/A               ,          57,           36,                    63.16
spf13                          , viper                                                     ,  29183,        137,   3.70,        0.25,                    0, Go                ,         903,          490,                    54.26
google-research                , tuning_playbook                                           ,  29131,         32,   0.44,        0.00,                    0, N/A               ,          45,           34,                    75.56
sampotts                       , plyr                                                      ,  29119,        127,   3.08,        0.72,                    0, JavaScript        ,        2103,         1221,                    58.06
refined-github                 , refined-github                                            ,  29110,        115,  29.91,        1.52,                    0, TypeScript        ,        4525,         4390,                    97.02
composer                       , composer                                                  ,  29106,        171,  17.34,        1.26,                    0, PHP               ,        7882,         7768,                    98.55
kodecocodes                    , swift-algorithm-club                                      ,  29103,        116,   5.26,        0.00,                    0, Swift             ,         215,          183,                    85.12
CSSEGISandData                 , COVID-19                                                  ,  29041,         67,  32.12,        0.00,                    0, N/A               ,        3759,         2079,                    55.31
meta-llama                     , llama3                                                    ,  28948,         18,   1.28,        0.00,                    0, Python            ,         293,          119,                    40.61
wuyouzhuguli                   , SpringAll                                                 ,  28943,         88,   0.01,        0.00,                    0, Java              ,          48,           27,                    56.25
Pierian-Data                   , Complete-Python-3-Bootcamp                                ,  28902,         91,   0.13,        0.00,                    0, Jupyter Notebook  ,         369,          225,                    60.98
PostHog                        , posthog                                                   ,  28885,         68, 374.79,        0.29,                    0, Python            ,        7792,         5605,                    71.93
pmndrs                         , react-spring                                              ,  28868,         90,   4.86,        0.58,                    0, TypeScript        ,        1259,         1143,                    90.79
postcss                        , postcss                                                   ,  28864,        144,   5.28,        1.86,                    0, TypeScript        ,        1025,          998,                    97.37
dragonflydb                    , dragonfly                                                 ,  28830,         45,  74.42,        2.40,                    0, C++               ,        1872,         1596,                    85.26
tastejs                        , todomvc                                                   ,  28829,        171,   4.44,        0.04,                    0, JavaScript        ,         784,          661,                    84.31
kovidgoyal                     , kitty                                                     ,  28822,        107,  10.60,        1.20,                    0, Python            ,        6290,         6278,                    99.81
StevenBlack                    , hosts                                                     ,  28806,        161,   3.02,        4.86,                    0, Python            ,        2116,         2002,                    94.61
upstash                        , context7                                                  ,  28805,          6,  17.83,        2.00,                    0, JavaScript        ,         500,          414,                    82.80
feder-cr                       , Jobs_Applier_AI_Agent_AIHawk                              ,  28759,         13,  14.23,        0.00,                    0, Python            ,         674,          663,                    98.37
cfenollosa                     , os-tutorial                                               ,  28745,        132,   0.08,        0.00,                    0, C                 ,         180,          105,                    58.33
alibaba                        , spring-cloud-alibaba                                      ,  28732,         93,  11.63,        0.52,                    0, Java              ,        2502,         2310,                    92.33
continuedev                    , continue                                                  ,  28730,         28, 105.54,       15.61,                    0, TypeScript        ,        3712,         2966,                    79.90
wesbos                         , JavaScript30                                              ,  28723,        105,   1.46,        0.00,                    0, HTML              ,           0,            0,                     0.00
statelyai                      , xstate                                                    ,  28675,        120,  16.49,        3.70,                    0, TypeScript        ,        1396,         1288,                    92.26
grafana                        , k6                                                        ,  28663,        114,  19.16,        0.68,                    0, Go                ,        2410,         1681,                    69.75
Ebazhanov                      , linkedin-skill-assessments-quizzes                        ,  28639,         74,  76.19,        0.01,                    0, N/A               ,         891,          807,                    90.57
9001                           , copyparty                                                 ,  28639,         76,   1.22,        4.08,                    0, Python            ,         493,          337,                    68.36
valinet                        , ExplorerPatcher                                           ,  28636,         49,   0.37,        5.88,                    0, C                 ,        2473,         2197,                    88.84
kenwheeler                     , slick                                                     ,  28619,        138,   1.87,        0.35,                    0, JavaScript        ,        3620,         2423,                    66.93
jumpserver                     , jumpserver                                                ,  28598,        134,  56.63,        1.88,                    0, Python            ,        7339,         7309,                    99.59
AvaloniaUI                     , Avalonia                                                  ,  28594,        141,  37.83,        0.79,                    0, C#                ,        7898,         6170,                    78.12
ZuzooVn                        , machine-learning-for-software-engineers                   ,  28590,        107,   0.56,        0.00,                    0, N/A               ,          26,            9,                    34.62
containers                     , podman                                                    ,  28586,         94, 124.89,        2.43,                    0, Go                ,       10057,         9269,                    92.16
vercel                         , turborepo                                                 ,  28581,         47, 132.98,       10.57,                    0, Rust              ,        1938,         1812,                    93.50
immerjs                        , immer                                                     ,  28579,         93,   4.17,        1.19,                    0, JavaScript        ,         668,          635,                    95.06
LizardByte                     , Sunshine                                                  ,  28578,         45,  32.89,        0.96,                    0, C++               ,        1071,          990,                    92.44
openai                         , openai-python                                             ,  28557,         59,  17.00,        5.53,                    0, Python            ,        1087,          997,                    91.72
sunface                        , rust-course                                               ,  28554,         85,   9.24,        0.00,                    0, Rust              ,         211,          149,                    70.62
donnemartin                    , data-science-ipython-notebooks                            ,  28501,        128,   0.24,        0.00,                    0, Python            ,          41,           22,                    53.66
shengxinjing                   , programmer-job-blacklist                                  ,  28459,        111,   0.25,        0.00,                    2, Shell             ,         338,          181,                    53.55
VSCodium                       , vscodium                                                  ,  28446,         85,   6.51,        2.82,                    0, Shell             ,        1520,         1399,                    92.04
openssl                        , openssl                                                   ,  28446,        152,   0.95,        1.87,                    0, C                 ,       10782,         9457,                    87.71
telegramdesktop                , tdesktop                                                  ,  28438,        136,  12.90,        5.89,                    0, C++               ,       15279,        14396,                    94.22
vuejs                          , vuex                                                      ,  28431,        122,   5.38,        0.42,                    0, JavaScript        ,        1264,         1165,                    92.17
helm                           , helm                                                      ,  28419,        119,  34.77,        1.82,                    0, Go                ,        8163,         7688,                    94.18
datalab-to                     , marker                                                    ,  28379,         23,   8.91,        2.87,                    0, Python            ,         567,          299,                    52.73
codepath                       , android_guides                                            ,  28378,        147,   0.06,        0.00,                    0, N/A               ,         381,          219,                    57.48
jamiebuilds                    , the-super-tiny-compiler                                   ,  28345,        114,   0.18,        0.00,                    0, JavaScript        ,           0,            0,                     0.00
linera-io                      , linera-protocol                                           ,  28336,         45,  60.87,        0.40,                    0, Rust              ,        1261,          793,                    62.89
MichaelCade                    , 90DaysOfDevOps                                            ,  28331,         45,   7.96,        0.04,                    0, Shell             ,          89,           80,                    89.89
viraptor                       , reverse-interview                                         ,  28327,         72,   1.04,        0.00,                    0, N/A               ,          25,           18,                    72.00
